"","CNPJ_CIA","DT_REFER","ID_DOC","VERSAO","stock.type","qtd.issue"
"797","05.889.284/0001-32",2021-01-01,104949,1,"PN",0
"798","05.917.486/0001-40",2021-01-01,104526,2,"PN",0
"799","06.016.348/0001-53",2021-01-01,105221,1,"PN",0
"800","06.047.087/0001-39",2021-01-01,105825,4,"PN",0
"801","06.057.223/0001-71",2021-01-01,106016,2,"PN",0
"802","06.164.253/0001-87",2021-01-01,105743,2,"PN",274023871.019172
"803","06.272.793/0001-84",2021-01-01,105599,1,"PN",2865000.92199889
"804","06.347.409/0001-65",2021-01-01,105629,1,"PN",0
"805","06.626.253/0001-51",2021-01-01,105473,1,"PN",0
"806","06.948.969/0001-75",2021-01-01,105044,1,"PN",0
"807","06.977.745/0001-91",2021-01-01,105093,1,"PN",0
"808","06.977.751/0001-49",2021-01-01,104786,1,"PN",0
"809","06.981.176/0001-58",2021-01-01,105398,2,"PN",0
"810","06.981.180/0001-16",2021-01-01,105387,2,"PN",0
"811","06.981.381/0001-13",2021-03-31,99839,3,"PN",0
"812","07.040.108/0001-57",2021-01-01,104751,1,"PN",181690000
"813","07.043.628/0001-13",2021-01-01,105295,1,"PN",0
"814","07.047.251/0001-70",2021-01-01,105880,2,"PN",29787361.7946618
"815","07.119.838/0001-48",2021-01-01,105330,1,"PN",0
"816","07.206.816/0001-15",2021-01-01,105725,2,"PN",0
"817","07.237.373/0001-20",2021-01-01,106025,3,"PN",0
"818","07.253.321/0001-47",2021-01-01,105092,1,"PN",220000
"819","07.275.159/0001-68",2021-01-01,104187,1,"PN",1753429.79972738
"820","07.282.377/0001-20",2021-01-01,106035,2,"PN",0
"821","07.334.600/0001-35",2021-01-01,104809,1,"PN",0
"822","07.401.436/0001-31",2021-01-01,105515,1,"PN",0
"823","07.415.333/0001-20",2021-01-01,105386,1,"PN",0
"824","07.437.016/0001-05",2021-01-01,105320,1,"PN",0
"825","07.526.557/0001-00",2021-01-01,105981,2,"PN",0
"826","07.587.384/0001-30",2021-01-01,104687,1,"PN",0
"827","07.594.978/0001-78",2021-01-01,104588,1,"PN",0
"828","07.628.528/0001-59",2021-06-30,104837,8,"PN",0
"829","07.659.538/0001-51",2021-01-01,104828,2,"PN",0
"830","07.689.002/0001-89",2021-01-01,105292,1,"PN",0
"831","07.718.269/0001-57",2021-01-01,104765,1,"PN",0
"832","07.816.890/0001-53",2021-01-01,103262,1,"PN",0
"833","07.820.907/0001-46",2021-01-01,104876,1,"PN",0
"834","07.857.093/0001-14",2021-01-01,105802,2,"PN",0
"835","07.857.850/0001-50",2021-01-01,105634,1,"PN",75321531.9163146
"836","07.859.510/0001-68",2021-01-01,105273,1,"PN",0
"837","07.859.971/0001-30",2021-01-01,105744,2,"PN",442782655.307418
"838","07.882.930/0001-65",2021-01-01,105434,1,"PN",0
"839","07.976.147/0001-60",2021-01-01,104724,4,"PN",0
"840","08.065.557/0001-12",2021-01-01,105577,1,"PN",0
"841","08.070.508/0001-78",2021-03-31,105885,3,"PN",0
"842","08.078.847/0001-09",2021-01-01,105250,1,"PN",0
"843","08.159.965/0001-33",2021-01-01,105930,2,"PN",0
"844","08.294.224/0001-65",2021-01-01,105076,1,"PN",0
"845","08.312.229/0001-73",2021-01-01,105405,1,"PN",0
"846","08.324.196/0001-81",2021-01-01,104718,2,"PN",1939282017.03122
"847","08.343.492/0001-20",2021-01-01,105932,2,"PN",0
"848","08.364.948/0001-38",2021-01-01,105789,7,"PN",282158036.916174
"849","08.402.943/0001-52",2021-01-01,105429,1,"PN",0
"850","08.424.178/0001-71",2021-01-01,105171,1,"PN",120679.920009411
"851","08.439.659/0001-50",2021-01-01,104863,1,"PN",0
"852","08.467.115/0001-00",2021-01-01,105755,2,"PN",164009.462452184
"853","08.493.364/0001-62",2021-03-31,97988,1,"PN",0
"854","08.534.605/0001-74",2021-01-01,105375,1,"PN",49288296.8243347
"855","08.560.444/0001-93",2021-01-01,105859,2,"PN",0
"856","08.574.411/0001-00",2021-01-01,105288,1,"PN",373242
"857","08.613.550/0001-98",2021-01-01,105693,1,"PN",0
"858","08.764.621/0001-53",2021-01-01,106038,2,"PN",0
"859","08.769.451/0001-08",2021-01-01,105023,3,"PN",0
"860","08.769.451/0001-08",2021-12-31,101031,3,"PN",0
"861","08.773.135/0001-00",2021-01-01,105841,3,"PN",0
"862","08.773.191/0001-36",2021-01-01,105324,1,"PN",0
"863","08.795.211/0001-70",2021-01-01,105502,1,"PN",0
"864","08.797.760/0001-83",2021-01-01,104929,1,"PN",0
"865","08.801.621/0001-86",2021-01-01,105843,2,"PN",0
"866","08.807.432/0001-10",2021-01-01,105403,1,"PN",0
"867","08.811.643/0001-27",2021-01-01,105033,1,"PN",0
"868","08.822.767/0001-08",2021-01-01,105760,1,"PN",0
"869","08.827.501/0001-58",2021-01-01,104914,1,"PN",138834332.976159
"870","08.873.873/0001-10",2021-01-01,105952,2,"PN",0
"871","08.902.291/0001-15",2021-01-01,104884,1,"PN",0
"872","08.926.302/0001-05",2021-01-01,105957,2,"PN",0
"873","08.935.054/0001-50",2021-01-01,105557,1,"PN",6843556.98463153
"874","08.937.002/0001-13",2021-01-01,104847,1,"PN",0
"875","09.041.168/0001-10",2021-01-01,103397,5,"PN",0
"876","09.042.817/0001-05",2021-01-01,106007,2,"PN",0
"877","09.053.134/0001-45",2021-01-01,104729,1,"PN",0
"878","09.054.385/0001-44",2021-01-01,105069,1,"PN",0
"879","09.074.183/0001-64",2021-01-01,105252,1,"PN",0
"880","09.083.175/0001-84",2021-01-01,105167,1,"PN",0
"881","09.095.183/0001-40",2021-01-01,105998,2,"PN",0
"882","09.112.685/0001-32",2021-01-01,105651,1,"PN",0
"883","09.114.805/0001-30",2021-01-01,105566,1,"PN",0
"884","09.116.278/0001-01",2021-01-01,105084,1,"PN",16425532.2580645
"885","09.146.451/0001-06",2021-01-01,104771,3,"PN",0
"886","09.149.503/0001-06",2021-01-01,105088,1,"PN",0
"887","09.229.201/0001-30",2021-01-01,104510,3,"PN",0
"888","09.257.877/0001-37",2021-01-01,104812,1,"PN",0
"889","09.288.252/0001-32",2021-01-01,105417,1,"PN",0
"890","09.295.063/0001-97",2021-01-01,105555,1,"PN",0
"891","09.304.427/0001-58",2021-01-01,105341,1,"PN",0
"892","09.305.994/0001-29",2021-01-01,104952,1,"PN",331644723.965383
"893","09.313.969/0001-97",2021-01-01,104969,1,"PN",0
"894","09.324.949/0001-11",2021-01-01,104945,1,"PN",0
"895","09.325.109/0001-73",2021-01-01,104966,1,"PN",0
"896","09.326.342/0001-70",2021-01-01,104963,1,"PN",0
"897","09.336.431/0001-06",2021-01-01,104965,1,"PN",0
"898","09.346.601/0001-25",2021-01-01,105817,3,"PN",0
"899","09.347.516/0001-81",2021-01-01,105783,2,"PN",0
"900","09.391.823/0001-60",2021-01-01,105436,1,"PN",0
"901","09.414.761/0001-64",2021-01-01,105618,1,"PN",0
"902","09.611.768/0001-76",2021-01-01,105845,2,"PN",0
"903","09.625.321/0001-56",2021-01-01,105552,1,"PN",0
"904","09.813.204/0001-16",2021-01-01,104739,3,"PN",0
"905","10.139.870/0001-08",2021-01-01,105349,1,"PN",0
"906","10.215.988/0001-60",2021-01-01,105537,1,"PN",0
"907","10.234.027/0001-00",2021-01-01,105985,3,"PN",0
"908","10.240.186/0001-00",2021-01-01,105984,3,"PN",0
"909","10.285.590/0001-08",2021-01-01,105990,2,"PN",0
"910","10.324.624/0001-18",2021-01-01,105370,1,"PN",0
"911","10.338.320/0001-00",2021-01-01,105067,3,"PN",0
"912","10.488.244/0001-19",2021-01-01,105307,1,"PN",0
"913","10.502.676/0001-37",2021-01-01,105306,1,"PN",0
"914","10.531.501/0001-58",2021-01-01,105872,2,"PN",8188484618
"915","10.571.175/0001-02",2021-01-01,105241,1,"PN",0
"916","10.608.405/0001-60",2021-01-01,104981,7,"PN",0
"917","10.629.105/0001-68",2021-01-01,105524,1,"PN",0
"918","10.635.691/0001-53",2021-01-01,105321,1,"PN",4.99e+08
"919","10.647.979/0001-48",2021-01-01,105868,2,"PN",0
"920","10.670.314/0001-55",2021-01-01,105124,1,"PN",0
"921","10.739.356/0001-03",2021-01-01,106048,4,"PN",113750333.333333
"922","10.753.164/0001-43",2021-01-01,105761,3,"PN",0
"923","10.760.260/0001-19",2021-01-01,105936,2,"PN",0
"924","10.807.374/0001-77",2021-01-01,105848,5,"PN",0
"925","10.835.932/0001-08",2021-01-01,104713,2,"PN",8310132.82732448
"926","10.841.050/0001-55",2021-01-01,105948,2,"PN",0
"927","10.851.805/0001-00",2021-01-01,105609,1,"PN",0
"928","11.257.352/0001-43",2021-01-01,104970,1,"PN",0
"929","11.274.829/0001-07",2021-01-01,105228,1,"PN",0
"930","11.284.204/0001-18",2021-01-01,105095,1,"PN",0
"931","11.421.994/0001-36",2021-01-01,105706,2,"PN",0
"932","11.669.021/0001-10",2021-01-01,105075,1,"PN",0
"933","11.716.471/0001-17",2021-01-01,105389,1,"PN",0
"934","11.721.921/0001-60",2021-01-01,105921,2,"PN",0
"935","11.725.176/0001-27",2021-01-01,105544,1,"PN",0
"936","11.992.680/0001-93",2021-01-01,105390,1,"PN",0
"937","12.049.631/0001-84",2021-01-01,105929,2,"PN",0
"938","12.091.809/0001-55",2021-01-01,105960,6,"PN",0
"939","12.108.897/0001-50",2021-01-01,105928,2,"PN",0
"940","12.130.744/0001-00",2021-01-01,105114,1,"PN",0
"941","12.139.922/0001-63",2021-01-01,105068,1,"PN",0
"942","12.181.987/0001-77",2021-01-01,105138,1,"PN",0
"943","12.261.588/0001-16",2021-01-01,104740,1,"PN",0
"944","12.300.288/0001-07",2021-01-01,106034,2,"PN",0
"945","12.320.349/0001-90",2021-01-01,104890,1,"PN",0
"946","12.420.164/0001-57",2021-01-01,106046,4,"PN",0
"947","12.489.315/0001-23",2021-01-01,105086,1,"PN",0
"948","12.528.708/0001-07",2021-01-01,105279,1,"PN",0
"949","12.648.266/0001-24",2021-01-01,105966,2,"PN",0
"950","12.648.327/0001-53",2021-01-01,105550,1,"PN",0
"951","12.919.786/0001-24",2021-01-01,105185,1,"PN",0
"952","12.979.898/0001-70",2021-01-01,105467,1,"PN",0
"953","13.009.717/0001-46",2021-01-01,105064,1,"PN",7642774.98202732
"954","13.017.462/0001-63",2021-01-01,106011,2,"PN",0
"955","13.217.485/0001-11",2021-01-01,105635,1,"PN",0
"956","13.270.520/0001-66",2021-01-01,104841,3,"PN",0
"957","13.349.677/0001-81",2021-01-01,105671,1,"PN",0
"958","13.444.994/0001-87",2021-01-01,106042,2,"PN",0
"959","13.457.942/0001-45",2021-01-01,105679,1,"PN",0
"960","13.483.537/0001-00",2021-01-01,104989,1,"PN",0
"961","13.574.594/0001-96",2021-01-01,105217,2,"PN",0
"962","13.584.310/0001-42",2021-01-01,105633,1,"PN",0
"963","14.110.585/0001-07",2021-01-01,105213,1,"PN",0
"964","14.127.813/0001-51",2021-01-01,104782,3,"PN",0
"965","14.308.514/0001-13",2021-01-01,105562,1,"PN",31387.9997016315
"966","14.333.683/0001-03",2021-01-01,104818,1,"PN",0
"967","14.388.334/0001-99",2021-01-01,105753,2,"PN",0
"968","14.776.142/0001-50",2021-01-01,105606,1,"PN",0
"969","14.785.152/0001-51",2021-01-01,105194,1,"PN",0
"970","14.807.945/0001-24",2021-01-01,105420,1,"PN",7716979.40503433
"971","14.876.090/0001-93",2021-01-01,104943,2,"PN",0
"972","14.882.295/0001-81",2021-01-01,104150,2,"PN",0
"973","14.998.371/0001-19",2021-01-01,104960,1,"PN",8692854
"974","15.073.274/0001-88",2021-01-01,105478,1,"PN",2814666
"975","15.101.405/0001-93",2021-01-01,103043,1,"PN",15338.7533875339
"976","15.115.504/0001-24",2021-01-01,105219,1,"PN",29015921.5384615
"977","15.139.629/0001-94",2021-01-01,104714,2,"PN",109072142.857143
"978","15.141.799/0001-03",2021-01-01,105534,1,"PN",58880000.1032008
"979","15.144.017/0001-90",2021-01-01,105708,2,"PN",3840027.35510344
"980","15.229.110/0001-05",2021-01-01,105008,1,"PN",0
"981","15.377.572/0001-61",2021-01-01,105239,1,"PN",0
"982","15.413.826/0001-50",2021-01-01,106002,2,"PN",0
"983","15.484.093/0001-44",2021-01-01,105949,3,"PN",0
"984","15.494.541/0001-90",2021-01-01,105579,1,"PN",0
"985","15.527.906/0001-36",2021-01-01,97977,1,"PN",0
"986","15.527.906/0001-36",2021-03-31,103633,5,"PN",0
"987","15.578.569/0001-06",2021-01-01,106030,4,"PN",0
"988","15.688.041/0001-90",2021-01-01,105259,1,"PN",0
"989","16.233.389/0001-55",2021-01-01,105584,1,"PN",22628786.8852459
"990","16.234.171/0001-15",2021-01-01,105765,2,"PN",294356097.634022
"991","16.404.287/0001-55",2021-01-01,105059,1,"PN",0
"992","16.590.234/0001-76",2021-01-01,105253,1,"PN",0
"993","16.614.075/0001-00",2021-01-01,105927,2,"PN",0
"994","16.670.085/0001-55",2021-01-01,103603,4,"PN",0
"995","16.676.520/0001-59",2021-01-01,104745,4,"PN",0
"996","16.811.931/0001-00",2021-01-01,105910,2,"PN",0
"997","16.922.038/0001-51",2021-01-01,105300,1,"PN",0
"998","17.155.730/0001-64",2021-01-01,106032,3,"PN",1127291240.38851
"999","17.161.241/0001-15",2021-01-01,103287,1,"PN",22421.9653179191
"1000","17.162.082/0001-73",2021-01-01,104557,1,"PN",10309387.1362854
"1001","17.167.396/0001-69",2021-01-01,105233,1,"PN",38670637.1296972
"1002","17.167.412/0001-13",2021-01-01,106039,3,"PN",44206287.3772746
"1003","17.184.037/0001-10",2021-01-01,105844,2,"PN",19837345.971564
"1004","17.193.806/0001-46",2021-01-01,105232,1,"PN",33251455.9329623
"1005","17.234.244/0001-31",2021-01-01,104990,1,"PN",0
"1006","17.245.234/0001-00",2021-01-01,104910,1,"PN",4293023.81223653
"1007","17.281.106/0001-03",2021-01-01,105978,4,"PN",0
"1008","17.314.329/0001-20",2021-01-01,105862,2,"PN",0
"1009","17.344.597/0001-94",2021-01-01,106036,2,"PN",0
"1010","18.174.270/0001-84",2021-01-01,105879,7,"PN",0
"1011","18.328.118/0001-09",2021-01-01,105525,1,"PN",0
"1012","18.483.666/0001-03",2021-01-01,105972,3,"PN",0
"1013","18.494.485/0001-82",2021-01-01,105102,1,"PN",0
"1014","18.572.225/0001-88",2021-01-01,105428,1,"PN",0
"1015","18.593.815/0001-97",2021-01-01,105839,3,"PN",0
"1016","19.208.022/0001-70",2021-01-01,105951,2,"PN",0
"1017","19.276.528/0001-16",2021-01-01,105453,1,"PN",0
"1018","19.296.342/0001-29",2021-01-01,105980,2,"PN",0
"1019","19.378.769/0001-76",2021-01-01,105143,1,"PN",0
"1020","19.403.252/0001-90",2021-01-01,104690,2,"PN",0
"1021","19.521.322/0001-04",2021-01-01,105543,1,"PN",0
"1022","19.526.748/0001-50",2021-01-01,104905,1,"PN",1108.99873257288
"1023","19.527.586/0001-75",2021-01-01,105339,1,"PN",0
"1024","19.527.639/0001-58",2021-01-01,105995,2,"PN",0
"1025","19.642.306/0001-70",2021-01-01,105305,1,"PN",0
"1026","19.726.048/0001-00",2021-01-01,105506,1,"PN",0
"1027","19.851.496/0001-35",2021-01-01,104807,1,"PN",0
"1028","19.853.511/0001-84",2021-01-01,105225,1,"PN",0
"1029","20.247.322/0001-47",2021-01-01,105849,5,"PN",0
"1030","20.258.278/0001-70",2021-01-01,102931,1,"PN",0
"1031","20.451.953/0001-83",2021-01-01,103743,1,"PN",0
"1032","20.646.442/0001-17",2021-01-01,104688,1,"PN",0
"1033","21.240.146/0001-84",2021-01-01,105426,1,"PN",0
"1034","21.255.567/0001-89",2021-01-01,104767,1,"PN",73281406.6016504
"1035","21.262.638/0001-70",2021-01-01,104858,1,"PN",0
"1036","21.314.559/0001-66",2021-01-01,106004,2,"PN",0
"1037","21.389.501/0001-81",2021-01-01,105400,1,"PN",0
"1038","21.414.457/0001-12",2021-01-01,105214,1,"PN",0
"1039","21.610.416/0001-00",2021-01-01,105037,1,"PN",0
"1040","21.948.105/0001-47",2021-01-01,105489,1,"PN",0
"1041","21.976.484/0001-89",2021-01-01,104862,1,"PN",0
"1042","21.976.510/0001-79",2021-01-01,105492,1,"PN",0
"1043","22.163.297/0001-49",2021-01-01,105950,2,"PN",0
"1044","22.266.175/0001-88",2021-01-01,105201,1,"PN",0
"1045","22.495.265/0001-40",2021-01-01,105159,1,"PN",0
"1046","22.543.331/0001-00",2021-01-01,105988,5,"PN",0
"1047","22.677.520/0001-76",2021-01-01,104770,1,"PN",16724057.0762959
"1048","23.096.269/0001-19",2021-01-01,105956,2,"PN",0
"1049","23.236.821/0001-27",2021-01-01,105482,1,"PN",0
"1050","23.373.000/0001-32",2021-01-01,105366,1,"PN",0
"1051","23.438.929/0001-00",2021-01-01,105493,1,"PN",0
"1052","24.230.275/0001-80",2021-01-01,106009,2,"PN",0
"1053","24.396.489/0001-20",2021-01-01,105571,1,"PN",0
"1054","24.624.490/0001-65",2021-01-01,105454,1,"PN",0
"1055","24.624.551/0001-94",2021-01-01,105447,1,"PN",0
"1056","24.962.466/0001-36",2021-01-01,105682,1,"PN",1189412340.94211
"1057","24.990.777/0001-09",2021-01-01,105500,1,"PN",0
"1058","25.005.683/0001-09",2021-01-01,104853,1,"PN",0
"1059","25.089.509/0001-83",2021-01-01,105380,1,"PN",5e+05
"1060","25.249.439/0001-83",2021-01-01,103214,2,"PN",0
"1061","26.462.693/0001-28",2021-01-01,105864,2,"PN",0
"1062","26.609.050/0001-64",2021-01-01,105181,1,"PN",0
"1063","26.659.061/0001-59",2021-01-01,105135,1,"PN",0
"1064","26.664.057/0001-89",2021-01-01,104830,1,"PN",0
"1065","26.735.020/0001-02",2021-01-01,105401,1,"PN",0
"1066","26.845.702/0001-60",2021-01-01,105604,1,"PN",0
"1067","27.093.558/0001-15",2021-01-01,105096,1,"PN",0
"1068","27.137.879/0001-74",2021-01-01,104887,1,"PN",0
"1069","27.157.474/0001-06",2021-01-01,104915,1,"PN",0
"1070","27.956.690/0001-03",2021-01-01,105019,1,"PN",0
"1071","27.967.244/0001-02",2021-01-01,105610,1,"PN",0
"1072","28.019.100/0001-89",2021-01-01,105218,1,"PN",0
"1073","28.127.603/0001-78",2021-01-01,105205,1,"PN",84583590.9911415
"1074","28.152.650/0001-71",2021-01-01,105892,2,"PN",0
"1075","28.195.667/0001-06",2021-01-01,105032,1,"PN",112644643.31776
"1076","28.201.130/0001-01",2021-01-01,106037,2,"PN",0
"1077","28.442.718/0001-57",2021-01-01,105480,1,"PN",0
"1078","28.925.264/0001-75",2021-01-01,105234,1,"PN",0
"1079","28.942.127/0001-49",2021-01-01,105236,1,"PN",0
"1080","29.088.092/0001-95",2021-01-01,105532,1,"PN",0
"1081","29.780.061/0001-09",2021-01-01,105479,1,"PN",0
"1082","29.894.663/0001-89",2021-01-01,105117,1,"PN",0
"1083","29.950.060/0001-57",2021-01-01,104909,1,"PN",0
"1084","29.978.814/0001-87",2021-01-01,105815,2,"PN",637192282.794721
"1085","30.213.493/0001-09",2021-01-01,104126,2,"PN",0
"1086","30.219.233/0001-40",2021-01-01,104892,1,"PN",0
"1087","30.306.294/0001-45",2021-01-01,105850,5,"PN",1067704530.96818
"1088","30.418.658/0001-89",2021-01-01,105017,1,"PN",0
"1089","30.540.991/0001-66",2021-01-01,103566,2,"PN",7933333.06660292
"1090","30.545.324/0001-76",2021-12-31,105179,1,"PN",0
"1091","30.723.886/0001-62",2021-01-01,103334,2,"PN",291632957.858997
"1092","30.788.149/0001-48",2021-01-01,104985,1,"PN",0
"1093","31.001.230/0001-07",2021-01-01,105083,1,"PN",0
"1094","31.468.139/0001-98",2021-01-01,104692,1,"PN",0
"1095","31.553.627/0001-01",2021-01-01,105535,1,"PN",0
"1096","31.701.408/0001-14",2021-01-01,103908,2,"PN",0
"1097","31.907.982/0001-23",2021-01-01,105014,1,"PN",0
"1098","32.161.500/0001-00",2021-01-01,105169,1,"PN",0
"1099","32.372.085/0001-25",2021-01-01,105355,1,"PN",0
"1100","32.681.371/0001-72",2021-01-01,105123,1,"PN",0
"1101","32.770.457/0001-71",2021-01-01,105002,1,"PN",0
"1102","32.785.497/0001-97",2021-01-01,105457,1,"PN",0
"1103","33.000.167/0001-01",2021-01-01,105852,2,"PN",5602042798.05512
"1104","33.014.556/0001-96",2021-01-01,105521,1,"PN",1225996799.48563
"1105","33.035.536/0001-00",2021-01-01,105210,1,"PN",0
"1106","33.040.601/0001-87",2021-01-01,105605,1,"PN",7829122.67080745
"1107","33.041.260/0652-90",2021-01-01,105775,2,"PN",0
"1108","33.042.730/0001-04",2021-01-01,105989,2,"PN",0
"1109","33.050.071/0001-58",2021-01-01,105883,3,"PN",0
"1110","33.050.196/0001-88",2021-01-01,104861,1,"PN",0
"1111","33.102.476/0001-92",2021-01-01,105619,1,"PN",0
"1112","33.111.246/0001-90",2021-01-01,105779,1,"PN",0
"1113","33.113.309/0001-47",2021-01-01,105568,1,"PN",0
"1114","33.200.049/0001-47",2021-01-01,104551,1,"PN",7894494.01680566
"1115","33.228.024/0001-51",2021-01-01,105483,1,"PN",19843330.9361648
"1116","33.256.439/0001-39",2021-01-01,105139,1,"PN",0
"1117","33.352.394/0001-04",2021-01-01,105970,2,"PN",0
"1118","33.376.989/0001-91",2021-01-01,105078,1,"PN",0
"1119","33.386.210/0001-19",2021-01-01,105721,2,"PN",1601755.10204082
"1120","33.412.081/0001-96",2021-01-01,105331,1,"PN",0
"1121","33.453.598/0001-23",2021-03-31,105411,2,"PN",0
"1122","33.467.572/0001-34",2021-01-01,105085,1,"PN",1360708.97759846
"1123","33.541.368/0001-16",2021-01-01,105487,1,"PN",1753814.19250264
"1124","33.592.510/0001-54",2021-01-01,105772,3,"PN",0
"1125","33.611.500/0001-19",2021-01-01,105953,2,"PN",1115670156.97792
"1126","33.679.797/0001-54",2021-01-01,105154,1,"PN",0
"1127","33.839.910/0001-11",2021-01-01,106031,4,"PN",0
"1128","33.938.119/0001-69",2021-01-01,105450,1,"PN",0
"1129","33.958.695/0001-78",2021-01-01,105975,3,"PN",94432872.1110382
"1130","34.169.557/0001-72",2021-01-01,105820,2,"PN",710150.819672131
"1131","34.274.233/0001-02",2021-01-01,106022,2,"PN",0
"1132","34.469.625/0001-19",2021-01-01,105042,1,"PN",0
"1133","35.082.277/0001-95",2021-01-01,105186,2,"PN",0
"1134","35.502.310/0001-99",2021-01-01,105594,1,"PN",0
"1135","35.727.157/0001-06",2021-01-01,105431,1,"PN",0
"1136","35.791.391/0001-94",2021-01-01,105805,2,"PN",0
"1137","36.243.187/0001-00",2021-01-01,103587,1,"PN",0
"1138","36.542.025/0001-64",2021-01-01,105585,2,"PN",0
"1139","37.368.315/0001-04",2021-01-01,105020,1,"PN",0
"1140","37.592.100/0001-64",2021-01-01,105150,1,"PN",0
"1141","37.663.076/0001-07",2021-01-01,105904,2,"PN",0
"1142","38.042.694/0001-00",2021-01-01,105461,1,"PN",0
"1143","38.199.406/0001-18",2021-01-01,103151,2,"PN",0
"1144","38.307.135/0001-77",2021-01-01,104205,2,"PN",0
"1145","38.456.921/0001-36",2021-01-01,105909,7,"PN",0
"1146","39.115.514/0001-28",2021-01-01,105684,1,"PN",0
"1147","39.393.829/0001-37",2021-01-01,105397,1,"PN",0
"1148","40.159.947/0001-64",2021-01-01,105999,6,"PN",0
"1149","42.150.391/0001-70",2021-01-01,105531,1,"PN",345548117.449271
"1150","42.278.291/0001-24",2021-01-01,105749,2,"PN",0
"1151","42.278.473/0001-03",2021-01-01,105077,1,"PN",0
"1152","42.331.462/0001-31",2021-01-01,105176,1,"PN",0
"1153","42.771.949/0001-35",2021-01-01,105810,2,"PN",0
"1154","43.185.362/0001-07",2021-01-01,105340,1,"PN",0
"1155","43.283.811/0001-50",2021-01-01,105333,1,"PN",0
"1156","43.470.988/0001-65",2021-01-01,105151,1,"PN",0
"1157","43.776.517/0001-80",2021-01-01,105654,1,"PN",0
"1158","45.242.914/0001-05",2021-01-01,105961,2,"PN",0
"1159","45.365.558/0001-09",2021-01-01,103168,2,"PN",0
"1160","45.453.214/0001-51",2021-01-01,105192,1,"PN",0
"1161","45.987.245/0001-92",2021-01-01,106017,2,"PN",0
"1162","46.119.855/0001-37",2021-01-01,104900,2,"PN",0
"1163","47.508.411/0001-56",2021-01-01,105877,2,"PN",0
"1164","47.509.120/0001-82",2021-01-01,105963,3,"PN",0
"1165","47.960.950/0001-21",2021-01-01,105494,1,"PN",0
"1166","49.263.189/0001-02",2021-01-01,105449,1,"PN",0
"1167","49.669.856/0001-43",2021-01-01,106018,2,"PN",0
"1168","50.564.053/0001-03",2021-01-01,105554,1,"PN",122894401.747922
"1169","50.746.577/0001-15",2021-01-01,105808,2,"PN",0
"1170","50.926.955/0001-42",2021-01-01,105045,1,"PN",0
"1171","51.128.999/0001-90",2021-01-01,105053,1,"PN",0
"1172","51.218.147/0001-93",2021-01-01,105049,1,"PN",0
"1173","51.466.860/0001-56",2021-03-31,99090,2,"PN",0
"1174","51.928.174/0001-50",2021-01-01,105255,2,"PN",0
"1175","52.548.435/0001-79",2021-01-01,105632,1,"PN",0
"1176","53.113.791/0001-22",2021-01-01,105549,1,"PN",0
"1177","56.444.250/0001-75",2021-01-01,104676,1,"PN",0
"1178","56.643.018/0001-66",2021-01-01,105459,1,"PN",61362615.8723218
"1179","56.720.428/0001-63",2021-01-01,105265,1,"PN",0
"1180","56.992.423/0001-90",2021-01-01,104737,1,"PN",0
"1181","58.119.199/0001-51",2021-01-01,105118,1,"PN",0
"1182","58.430.828/0001-60",2021-01-01,104804,12,"PN",0
"1183","59.105.999/0001-86",2021-01-01,106006,2,"PN",474624907.407407
"1184","59.285.411/0001-13",2021-01-01,105917,7,"PN",547495481.996357
"1185","59.418.806/0001-47",2021-01-01,105396,1,"PN",71995226.9710645
"1186","59.789.545/0001-71",2021-01-01,105197,1,"PN",0
"1187","59.981.829/0001-65",2021-01-01,103652,2,"PN",0
"1188","60.398.369/0004-79",2021-01-01,105367,1,"PN",0
"1189","60.444.437/0001-46",2021-01-01,105933,11,"PN",0
"1190","60.476.884/0001-87",2021-01-01,105160,1,"PN",0
"1191","60.500.139/0001-26",2021-01-01,105261,1,"PN",25870574.6479707
"1192","60.537.263/0001-66",2021-01-01,105462,1,"PN",0
"1193","60.543.816/0001-93",2021-01-01,105371,1,"PN",0
"1194","60.637.238/0001-54",2021-01-01,105157,2,"PN",3346095
"1195","60.651.809/0001-05",2021-01-01,105541,1,"PN",0
"1196","60.730.348/0001-66",2021-01-01,105510,1,"PN",773349.691021447
"1197","60.746.948/0001-12",2021-01-01,105962,3,"PN",4848500332.49229
"1198","60.770.336/0001-65",2021-01-01,106040,3,"PN",35118455.4485663
"1199","60.840.055/0001-31",2021-01-01,105842,2,"PN",0
"1200","60.851.615/0001-53",2021-01-01,105264,1,"PN",992805.762704976
"1201","60.872.504/0001-23",2021-01-01,105867,3,"PN",4845844970.28161
"1202","60.884.319/0001-59",2021-01-01,105561,1,"PN",0
"1203","60.894.730/0001-05",2021-01-01,106033,2,"PN",547836219.667944
"1204","60.933.603/0001-78",2021-01-01,105258,2,"PN",327502674.070244
"1205","61.022.042/0001-18",2021-01-01,105588,1,"PN",248036.204059243
"1206","61.065.298/0001-02",2021-01-01,105385,1,"PN",3715938.26823272
"1207","61.065.751/0001-80",2021-01-01,105622,1,"PN",0
"1208","61.079.117/0001-05",2021-01-01,105212,1,"PN",286051534.134849
"1209","61.080.313/0001-91",2021-01-01,103765,1,"PN",62280750.0448257
"1210","61.082.004/0001-50",2021-01-01,105855,2,"PN",538900.000622016
"1211","61.088.894/0001-08",2021-01-01,104962,1,"PN",0
